id,jurisdiction,jurisdiction_code,country,regulation_name,authority,product_category,voc_limit_g_per_L,unit,effective_date,last_amended,source_url,scope,healthcare_context,zero_voc_threshold_g_per_L,low_voc_threshold_g_per_L,classification
299,Rhode Island,US-RI,United States,OTC Model Rule — Rhode Island Consumer Products VOC Regulations,Rhode Island Department of Environmental Protection / OTC,Heavy-Duty Hand Cleaner,7.0,g/L as applied,2005-01-01,2022-01-01,https://otcair.org/,Consumer and institutional products,Used by maintenance and dietary staff. Must be gentle enough for repeated use (healthcare workers wash hands 40-100 times per shift).,5.0,50.0,Low VOC
300,Rhode Island,US-RI,United States,OTC Model Rule — Rhode Island Consumer Products VOC Regulations,Rhode Island Department of Environmental Protection / OTC,Stainless Steel Cleaner,8.0,g/L as applied,2005-01-01,2022-01-01,https://otcair.org/,Consumer and institutional products,"Daily use on elevators, counters, fixtures. Healthcare facilities prefer non-aerosol formulations to reduce VOC emissions.",5.0,50.0,Low VOC
301,Virginia,US-VA,United States,OTC Model Rule — Virginia Consumer Products VOC Regulations,Virginia Department of Environmental Protection / OTC,General Purpose Cleaner,7.0,g/L as applied,2005-01-01,2022-01-01,https://otcair.org/,Consumer and institutional products,"Primary workhorse for patient room turnover and common area maintenance. IPAC protocols require low-residue, low-VOC formulations.",5.0,50.0,Low VOC
302,Virginia,US-VA,United States,OTC Model Rule — Virginia Consumer Products VOC Regulations,Virginia Department of Environmental Protection / OTC,General Purpose Degreaser,40.0,g/L as applied,2005-01-01,2022-01-01,https://otcair.org/,Consumer and institutional products,"Used in healthcare kitchen and dietary services, mechanical rooms, and loading docks. Must meet OSHA PEL for enclosed-space use.",5.0,50.0,Low VOC
303,Virginia,US-VA,United States,OTC Model Rule — Virginia Consumer Products VOC Regulations,Virginia Department of Environmental Protection / OTC,Glass Cleaner,7.0,g/L as applied,2005-01-01,2022-01-01,https://otcair.org/,Consumer and institutional products,"High-frequency use on interior glass partitions, patient room windows, and nurse station barriers. Low-VOC critical in ICU/NICU environments.",5.0,50.0,Low VOC
304,Virginia,US-VA,United States,OTC Model Rule — Virginia Consumer Products VOC Regulations,Virginia Department of Environmental Protection / OTC,Bathroom and Tile Cleaner,7.0,g/L as applied,2005-01-01,2022-01-01,https://otcair.org/,Consumer and institutional products,"Daily use in patient, staff, and public washrooms. Healthcare facilities require products effective against nosocomial pathogens while meeting VOC limits.",5.0,50.0,Low VOC
305,Virginia,US-VA,United States,OTC Model Rule — Virginia Consumer Products VOC Regulations,Virginia Department of Environmental Protection / OTC,Toilet/Urinal Care Product,5.0,g/L as applied,2005-01-01,2022-01-01,https://otcair.org/,Consumer and institutional products,Daily maintenance in all facility washrooms. Acid-based products must also meet corrosion standards for plumbing in healthcare settings.,5.0,50.0,Ultra-Low VOC
306,Virginia,US-VA,United States,OTC Model Rule — Virginia Consumer Products VOC Regulations,Virginia Department of Environmental Protection / OTC,Floor Wax Stripper,0.0,g/L as applied,2005-01-01,2022-01-01,https://otcair.org/,Consumer and institutional products,Periodic use (semi-annual to annual) in corridors and common areas. Zero-VOC formulations preferred due to off-gassing during application.,5.0,50.0,Zero VOC
307,Virginia,US-VA,United States,OTC Model Rule — Virginia Consumer Products VOC Regulations,Virginia Department of Environmental Protection / OTC,Floor Finish / Polish,5.0,g/L as applied,2005-01-01,2022-01-01,https://otcair.org/,Consumer and institutional products,Applied after stripping. Must cure to a slip-resistant finish meeting ASTM D2047 (coefficient of friction >= 0.5) in healthcare corridors.,5.0,50.0,Ultra-Low VOC
308,Virginia,US-VA,United States,OTC Model Rule — Virginia Consumer Products VOC Regulations,Virginia Department of Environmental Protection / OTC,Carpet Cleaner (Extraction),5.0,g/L as applied,2005-01-01,2022-01-01,https://otcair.org/,Consumer and institutional products,"Used in administrative areas, waiting rooms, and some long-term care patient rooms. Hot water extraction preferred for allergen removal.",5.0,50.0,Ultra-Low VOC
309,Virginia,US-VA,United States,OTC Model Rule — Virginia Consumer Products VOC Regulations,Virginia Department of Environmental Protection / OTC,Carpet Cleaner (Encapsulation),7.0,g/L as applied,2005-01-01,2022-01-01,https://otcair.org/,Consumer and institutional products,Low-moisture alternative for areas that cannot tolerate extended drying times. Lower VOC profile than extraction chemistry.,5.0,50.0,Low VOC
310,Virginia,US-VA,United States,OTC Model Rule — Virginia Consumer Products VOC Regulations,Virginia Department of Environmental Protection / OTC,Disinfectant (Spray),45.0,g/L as applied,2005-01-01,2022-01-01,https://otcair.org/,Consumer and institutional products,"Critical for surface disinfection in patient care areas. Must be effective against C. difficile, MRSA, and VRE while meeting VOC thresholds.",5.0,50.0,Low VOC
311,Virginia,US-VA,United States,OTC Model Rule — Virginia Consumer Products VOC Regulations,Virginia Department of Environmental Protection / OTC,Disinfectant (Concentrate),10.0,g/L as applied,2005-01-01,2022-01-01,https://otcair.org/,Consumer and institutional products,Diluted on-site for mop-and-bucket or autoscrubber use. Lower VOC per application than spray disinfectants due to dilution.,5.0,50.0,Low VOC
312,Virginia,US-VA,United States,OTC Model Rule — Virginia Consumer Products VOC Regulations,Virginia Department of Environmental Protection / OTC,Sanitizer (Food Contact),15.0,g/L as applied,2005-01-01,2022-01-01,https://otcair.org/,Consumer and institutional products,Required in healthcare dietary departments. Must meet Health Canada or EPA requirements for no-rinse food contact surface sanitization.,5.0,50.0,Low VOC
313,Virginia,US-VA,United States,OTC Model Rule — Virginia Consumer Products VOC Regulations,Virginia Department of Environmental Protection / OTC,Air Freshener (Spray),20.0,g/L as applied,2005-01-01,2022-01-01,https://otcair.org/,Consumer and institutional products,Discouraged in clinical areas due to patient sensitivity. May be used in administrative or public-facing non-clinical spaces only.,5.0,50.0,Low VOC
314,Virginia,US-VA,United States,OTC Model Rule — Virginia Consumer Products VOC Regulations,Virginia Department of Environmental Protection / OTC,Air Freshener (Liquid/Wick),5.0,g/L as applied,2005-01-01,2022-01-01,https://otcair.org/,Consumer and institutional products,Lower emission rate than sprays. Some healthcare facilities prohibit all air fresheners in clinical zones per IPAC guidelines.,5.0,50.0,Ultra-Low VOC
315,Virginia,US-VA,United States,OTC Model Rule — Virginia Consumer Products VOC Regulations,Virginia Department of Environmental Protection / OTC,Metal Polish/Cleanser,25.0,g/L as applied,2005-01-01,2022-01-01,https://otcair.org/,Consumer and institutional products,"Used on stainless steel fixtures, handrails, elevator doors. Healthcare-grade products should be non-abrasive and low-odour.",5.0,50.0,Low VOC
316,Virginia,US-VA,United States,OTC Model Rule — Virginia Consumer Products VOC Regulations,Virginia Department of Environmental Protection / OTC,Furniture Maintenance Product,12.0,g/L as applied,2005-01-01,2022-01-01,https://otcair.org/,Consumer and institutional products,"Used on waiting room, office, and common area furniture. Avoid silicone-based products on healthcare seating (interferes with infection control).",5.0,50.0,Low VOC
317,Virginia,US-VA,United States,OTC Model Rule — Virginia Consumer Products VOC Regulations,Virginia Department of Environmental Protection / OTC,Oven/Grill Cleaner,5.0,g/L as applied,2005-01-01,2022-01-01,https://otcair.org/,Consumer and institutional products,Dietary department use only. Must be used with ventilation due to alkaline off-gassing. Low-VOC formulations reduce ventilation requirements.,5.0,50.0,Ultra-Low VOC
318,Virginia,US-VA,United States,OTC Model Rule — Virginia Consumer Products VOC Regulations,Virginia Department of Environmental Protection / OTC,Laundry Detergent (Institutional),5.0,g/L as applied,2005-01-01,2022-01-01,https://otcair.org/,Consumer and institutional products,High-volume use in healthcare laundry. Must be compatible with thermal disinfection cycles (71°C / 160°F for 25 minutes).,5.0,50.0,Ultra-Low VOC
319,Virginia,US-VA,United States,OTC Model Rule — Virginia Consumer Products VOC Regulations,Virginia Department of Environmental Protection / OTC,Fabric Softener (Institutional),4.0,g/L as applied,2005-01-01,2022-01-01,https://otcair.org/,Consumer and institutional products,Used selectively — many healthcare laundry programs skip softener to maintain antimicrobial textile treatments.,5.0,50.0,Ultra-Low VOC
320,Virginia,US-VA,United States,OTC Model Rule — Virginia Consumer Products VOC Regulations,Virginia Department of Environmental Protection / OTC,Spot Remover,15.0,g/L as applied,2005-01-01,2022-01-01,https://otcair.org/,Consumer and institutional products,Used on carpeted areas and upholstered furniture. Must not leave residues that interfere with subsequent disinfection.,5.0,50.0,Low VOC
321,Virginia,US-VA,United States,OTC Model Rule — Virginia Consumer Products VOC Regulations,Virginia Department of Environmental Protection / OTC,Dust Suppressant,0.0,g/L as applied,2005-01-01,2022-01-01,https://otcair.org/,Consumer and institutional products,Used in construction/renovation zones adjacent to active patient care. ICRA (Infection Control Risk Assessment) protocols apply.,5.0,50.0,Zero VOC
322,Virginia,US-VA,United States,OTC Model Rule — Virginia Consumer Products VOC Regulations,Virginia Department of Environmental Protection / OTC,Adhesive Remover,35.0,g/L as applied,2005-01-01,2022-01-01,https://otcair.org/,Consumer and institutional products,Used for label/tape residue removal from equipment and surfaces. Low-VOC formulations required for use near patient care areas.,5.0,50.0,Low VOC
323,Virginia,US-VA,United States,OTC Model Rule — Virginia Consumer Products VOC Regulations,Virginia Department of Environmental Protection / OTC,Graffiti Remover,40.0,g/L as applied,2005-01-01,2022-01-01,https://otcair.org/,Consumer and institutional products,"Occasional use in emergency departments, psychiatric units, and exterior surfaces. High-VOC products require ventilation controls.",5.0,50.0,Low VOC
324,Virginia,US-VA,United States,OTC Model Rule — Virginia Consumer Products VOC Regulations,Virginia Department of Environmental Protection / OTC,Heavy-Duty Hand Cleaner,7.0,g/L as applied,2005-01-01,2022-01-01,https://otcair.org/,Consumer and institutional products,Used by maintenance and dietary staff. Must be gentle enough for repeated use (healthcare workers wash hands 40-100 times per shift).,5.0,50.0,Low VOC
325,Virginia,US-VA,United States,OTC Model Rule — Virginia Consumer Products VOC Regulations,Virginia Department of Environmental Protection / OTC,Stainless Steel Cleaner,8.0,g/L as applied,2005-01-01,2022-01-01,https://otcair.org/,Consumer and institutional products,"Daily use on elevators, counters, fixtures. Healthcare facilities prefer non-aerosol formulations to reduce VOC emissions.",5.0,50.0,Low VOC
326,District of Columbia,US-DC,United States,OTC Model Rule — District of Columbia Consumer Products VOC Regulations,District of Columbia Department of Environmental Protection / OTC,General Purpose Cleaner,7.0,g/L as applied,2005-01-01,2022-01-01,https://otcair.org/,Consumer and institutional products,"Primary workhorse for patient room turnover and common area maintenance. IPAC protocols require low-residue, low-VOC formulations.",5.0,50.0,Low VOC
327,District of Columbia,US-DC,United States,OTC Model Rule — District of Columbia Consumer Products VOC Regulations,District of Columbia Department of Environmental Protection / OTC,General Purpose Degreaser,40.0,g/L as applied,2005-01-01,2022-01-01,https://otcair.org/,Consumer and institutional products,"Used in healthcare kitchen and dietary services, mechanical rooms, and loading docks. Must meet OSHA PEL for enclosed-space use.",5.0,50.0,Low VOC
328,District of Columbia,US-DC,United States,OTC Model Rule — District of Columbia Consumer Products VOC Regulations,District of Columbia Department of Environmental Protection / OTC,Glass Cleaner,7.0,g/L as applied,2005-01-01,2022-01-01,https://otcair.org/,Consumer and institutional products,"High-frequency use on interior glass partitions, patient room windows, and nurse station barriers. Low-VOC critical in ICU/NICU environments.",5.0,50.0,Low VOC
329,District of Columbia,US-DC,United States,OTC Model Rule — District of Columbia Consumer Products VOC Regulations,District of Columbia Department of Environmental Protection / OTC,Bathroom and Tile Cleaner,7.0,g/L as applied,2005-01-01,2022-01-01,https://otcair.org/,Consumer and institutional products,"Daily use in patient, staff, and public washrooms. Healthcare facilities require products effective against nosocomial pathogens while meeting VOC limits.",5.0,50.0,Low VOC
330,District of Columbia,US-DC,United States,OTC Model Rule — District of Columbia Consumer Products VOC Regulations,District of Columbia Department of Environmental Protection / OTC,Toilet/Urinal Care Product,5.0,g/L as applied,2005-01-01,2022-01-01,https://otcair.org/,Consumer and institutional products,Daily maintenance in all facility washrooms. Acid-based products must also meet corrosion standards for plumbing in healthcare settings.,5.0,50.0,Ultra-Low VOC
331,District of Columbia,US-DC,United States,OTC Model Rule — District of Columbia Consumer Products VOC Regulations,District of Columbia Department of Environmental Protection / OTC,Floor Wax Stripper,0.0,g/L as applied,2005-01-01,2022-01-01,https://otcair.org/,Consumer and institutional products,Periodic use (semi-annual to annual) in corridors and common areas. Zero-VOC formulations preferred due to off-gassing during application.,5.0,50.0,Zero VOC
332,District of Columbia,US-DC,United States,OTC Model Rule — District of Columbia Consumer Products VOC Regulations,District of Columbia Department of Environmental Protection / OTC,Floor Finish / Polish,5.0,g/L as applied,2005-01-01,2022-01-01,https://otcair.org/,Consumer and institutional products,Applied after stripping. Must cure to a slip-resistant finish meeting ASTM D2047 (coefficient of friction >= 0.5) in healthcare corridors.,5.0,50.0,Ultra-Low VOC
333,District of Columbia,US-DC,United States,OTC Model Rule — District of Columbia Consumer Products VOC Regulations,District of Columbia Department of Environmental Protection / OTC,Carpet Cleaner (Extraction),5.0,g/L as applied,2005-01-01,2022-01-01,https://otcair.org/,Consumer and institutional products,"Used in administrative areas, waiting rooms, and some long-term care patient rooms. Hot water extraction preferred for allergen removal.",5.0,50.0,Ultra-Low VOC
334,District of Columbia,US-DC,United States,OTC Model Rule — District of Columbia Consumer Products VOC Regulations,District of Columbia Department of Environmental Protection / OTC,Carpet Cleaner (Encapsulation),7.0,g/L as applied,2005-01-01,2022-01-01,https://otcair.org/,Consumer and institutional products,Low-moisture alternative for areas that cannot tolerate extended drying times. Lower VOC profile than extraction chemistry.,5.0,50.0,Low VOC
335,District of Columbia,US-DC,United States,OTC Model Rule — District of Columbia Consumer Products VOC Regulations,District of Columbia Department of Environmental Protection / OTC,Disinfectant (Spray),45.0,g/L as applied,2005-01-01,2022-01-01,https://otcair.org/,Consumer and institutional products,"Critical for surface disinfection in patient care areas. Must be effective against C. difficile, MRSA, and VRE while meeting VOC thresholds.",5.0,50.0,Low VOC
336,District of Columbia,US-DC,United States,OTC Model Rule — District of Columbia Consumer Products VOC Regulations,District of Columbia Department of Environmental Protection / OTC,Disinfectant (Concentrate),10.0,g/L as applied,2005-01-01,2022-01-01,https://otcair.org/,Consumer and institutional products,Diluted on-site for mop-and-bucket or autoscrubber use. Lower VOC per application than spray disinfectants due to dilution.,5.0,50.0,Low VOC
337,District of Columbia,US-DC,United States,OTC Model Rule — District of Columbia Consumer Products VOC Regulations,District of Columbia Department of Environmental Protection / OTC,Sanitizer (Food Contact),15.0,g/L as applied,2005-01-01,2022-01-01,https://otcair.org/,Consumer and institutional products,Required in healthcare dietary departments. Must meet Health Canada or EPA requirements for no-rinse food contact surface sanitization.,5.0,50.0,Low VOC
338,District of Columbia,US-DC,United States,OTC Model Rule — District of Columbia Consumer Products VOC Regulations,District of Columbia Department of Environmental Protection / OTC,Air Freshener (Spray),20.0,g/L as applied,2005-01-01,2022-01-01,https://otcair.org/,Consumer and institutional products,Discouraged in clinical areas due to patient sensitivity. May be used in administrative or public-facing non-clinical spaces only.,5.0,50.0,Low VOC
339,District of Columbia,US-DC,United States,OTC Model Rule — District of Columbia Consumer Products VOC Regulations,District of Columbia Department of Environmental Protection / OTC,Air Freshener (Liquid/Wick),5.0,g/L as applied,2005-01-01,2022-01-01,https://otcair.org/,Consumer and institutional products,Lower emission rate than sprays. Some healthcare facilities prohibit all air fresheners in clinical zones per IPAC guidelines.,5.0,50.0,Ultra-Low VOC
340,District of Columbia,US-DC,United States,OTC Model Rule — District of Columbia Consumer Products VOC Regulations,District of Columbia Department of Environmental Protection / OTC,Metal Polish/Cleanser,25.0,g/L as applied,2005-01-01,2022-01-01,https://otcair.org/,Consumer and institutional products,"Used on stainless steel fixtures, handrails, elevator doors. Healthcare-grade products should be non-abrasive and low-odour.",5.0,50.0,Low VOC
341,District of Columbia,US-DC,United States,OTC Model Rule — District of Columbia Consumer Products VOC Regulations,District of Columbia Department of Environmental Protection / OTC,Furniture Maintenance Product,12.0,g/L as applied,2005-01-01,2022-01-01,https://otcair.org/,Consumer and institutional products,"Used on waiting room, office, and common area furniture. Avoid silicone-based products on healthcare seating (interferes with infection control).",5.0,50.0,Low VOC
342,District of Columbia,US-DC,United States,OTC Model Rule — District of Columbia Consumer Products VOC Regulations,District of Columbia Department of Environmental Protection / OTC,Oven/Grill Cleaner,5.0,g/L as applied,2005-01-01,2022-01-01,https://otcair.org/,Consumer and institutional products,Dietary department use only. Must be used with ventilation due to alkaline off-gassing. Low-VOC formulations reduce ventilation requirements.,5.0,50.0,Ultra-Low VOC
343,District of Columbia,US-DC,United States,OTC Model Rule — District of Columbia Consumer Products VOC Regulations,District of Columbia Department of Environmental Protection / OTC,Laundry Detergent (Institutional),5.0,g/L as applied,2005-01-01,2022-01-01,https://otcair.org/,Consumer and institutional products,High-volume use in healthcare laundry. Must be compatible with thermal disinfection cycles (71°C / 160°F for 25 minutes).,5.0,50.0,Ultra-Low VOC
344,District of Columbia,US-DC,United States,OTC Model Rule — District of Columbia Consumer Products VOC Regulations,District of Columbia Department of Environmental Protection / OTC,Fabric Softener (Institutional),4.0,g/L as applied,2005-01-01,2022-01-01,https://otcair.org/,Consumer and institutional products,Used selectively — many healthcare laundry programs skip softener to maintain antimicrobial textile treatments.,5.0,50.0,Ultra-Low VOC
345,District of Columbia,US-DC,United States,OTC Model Rule — District of Columbia Consumer Products VOC Regulations,District of Columbia Department of Environmental Protection / OTC,Spot Remover,15.0,g/L as applied,2005-01-01,2022-01-01,https://otcair.org/,Consumer and institutional products,Used on carpeted areas and upholstered furniture. Must not leave residues that interfere with subsequent disinfection.,5.0,50.0,Low VOC
346,District of Columbia,US-DC,United States,OTC Model Rule — District of Columbia Consumer Products VOC Regulations,District of Columbia Department of Environmental Protection / OTC,Dust Suppressant,0.0,g/L as applied,2005-01-01,2022-01-01,https://otcair.org/,Consumer and institutional products,Used in construction/renovation zones adjacent to active patient care. ICRA (Infection Control Risk Assessment) protocols apply.,5.0,50.0,Zero VOC
347,District of Columbia,US-DC,United States,OTC Model Rule — District of Columbia Consumer Products VOC Regulations,District of Columbia Department of Environmental Protection / OTC,Adhesive Remover,35.0,g/L as applied,2005-01-01,2022-01-01,https://otcair.org/,Consumer and institutional products,Used for label/tape residue removal from equipment and surfaces. Low-VOC formulations required for use near patient care areas.,5.0,50.0,Low VOC
348,District of Columbia,US-DC,United States,OTC Model Rule — District of Columbia Consumer Products VOC Regulations,District of Columbia Department of Environmental Protection / OTC,Graffiti Remover,40.0,g/L as applied,2005-01-01,2022-01-01,https://otcair.org/,Consumer and institutional products,"Occasional use in emergency departments, psychiatric units, and exterior surfaces. High-VOC products require ventilation controls.",5.0,50.0,Low VOC
349,District of Columbia,US-DC,United States,OTC Model Rule — District of Columbia Consumer Products VOC Regulations,District of Columbia Department of Environmental Protection / OTC,Heavy-Duty Hand Cleaner,7.0,g/L as applied,2005-01-01,2022-01-01,https://otcair.org/,Consumer and institutional products,Used by maintenance and dietary staff. Must be gentle enough for repeated use (healthcare workers wash hands 40-100 times per shift).,5.0,50.0,Low VOC
350,District of Columbia,US-DC,United States,OTC Model Rule — District of Columbia Consumer Products VOC Regulations,District of Columbia Department of Environmental Protection / OTC,Stainless Steel Cleaner,8.0,g/L as applied,2005-01-01,2022-01-01,https://otcair.org/,Consumer and institutional products,"Daily use on elevators, counters, fixtures. Healthcare facilities prefer non-aerosol formulations to reduce VOC emissions.",5.0,50.0,Low VOC
351,Michigan,US-MI,United States,Michigan Air Pollution Control Rules — R 336.1660-1662,Michigan EGLE,General Purpose Cleaner,5.0,g/L as applied,2022-07-01,2024-01-01,,Consumer and institutional products,"Primary workhorse for patient room turnover and common area maintenance. IPAC protocols require low-residue, low-VOC formulations.",5.0,50.0,Ultra-Low VOC
352,Michigan,US-MI,United States,Michigan Air Pollution Control Rules — R 336.1660-1662,Michigan EGLE,General Purpose Degreaser,30.0,g/L as applied,2022-07-01,2024-01-01,,Consumer and institutional products,"Used in healthcare kitchen and dietary services, mechanical rooms, and loading docks. Must meet OSHA PEL for enclosed-space use.",5.0,50.0,Low VOC
353,Michigan,US-MI,United States,Michigan Air Pollution Control Rules — R 336.1660-1662,Michigan EGLE,Glass Cleaner,5.0,g/L as applied,2022-07-01,2024-01-01,,Consumer and institutional products,"High-frequency use on interior glass partitions, patient room windows, and nurse station barriers. Low-VOC critical in ICU/NICU environments.",5.0,50.0,Ultra-Low VOC
354,Michigan,US-MI,United States,Michigan Air Pollution Control Rules — R 336.1660-1662,Michigan EGLE,Bathroom and Tile Cleaner,6.0,g/L as applied,2022-07-01,2024-01-01,,Consumer and institutional products,"Daily use in patient, staff, and public washrooms. Healthcare facilities require products effective against nosocomial pathogens while meeting VOC limits.",5.0,50.0,Low VOC
355,Michigan,US-MI,United States,Michigan Air Pollution Control Rules — R 336.1660-1662,Michigan EGLE,Toilet/Urinal Care Product,4.0,g/L as applied,2022-07-01,2024-01-01,,Consumer and institutional products,Daily maintenance in all facility washrooms. Acid-based products must also meet corrosion standards for plumbing in healthcare settings.,5.0,50.0,Ultra-Low VOC
356,Michigan,US-MI,United States,Michigan Air Pollution Control Rules — R 336.1660-1662,Michigan EGLE,Floor Wax Stripper,0.0,g/L as applied,2022-07-01,2024-01-01,,Consumer and institutional products,Periodic use (semi-annual to annual) in corridors and common areas. Zero-VOC formulations preferred due to off-gassing during application.,5.0,50.0,Zero VOC
357,Michigan,US-MI,United States,Michigan Air Pollution Control Rules — R 336.1660-1662,Michigan EGLE,Floor Finish / Polish,4.0,g/L as applied,2022-07-01,2024-01-01,,Consumer and institutional products,Applied after stripping. Must cure to a slip-resistant finish meeting ASTM D2047 (coefficient of friction >= 0.5) in healthcare corridors.,5.0,50.0,Ultra-Low VOC
358,Michigan,US-MI,United States,Michigan Air Pollution Control Rules — R 336.1660-1662,Michigan EGLE,Carpet Cleaner (Extraction),4.0,g/L as applied,2022-07-01,2024-01-01,,Consumer and institutional products,"Used in administrative areas, waiting rooms, and some long-term care patient rooms. Hot water extraction preferred for allergen removal.",5.0,50.0,Ultra-Low VOC
359,Michigan,US-MI,United States,Michigan Air Pollution Control Rules — R 336.1660-1662,Michigan EGLE,Carpet Cleaner (Encapsulation),6.0,g/L as applied,2022-07-01,2024-01-01,,Consumer and institutional products,Low-moisture alternative for areas that cannot tolerate extended drying times. Lower VOC profile than extraction chemistry.,5.0,50.0,Low VOC
360,Michigan,US-MI,United States,Michigan Air Pollution Control Rules — R 336.1660-1662,Michigan EGLE,Disinfectant (Spray),38.0,g/L as applied,2022-07-01,2024-01-01,,Consumer and institutional products,"Critical for surface disinfection in patient care areas. Must be effective against C. difficile, MRSA, and VRE while meeting VOC thresholds.",5.0,50.0,Low VOC
361,Michigan,US-MI,United States,Michigan Air Pollution Control Rules — R 336.1660-1662,Michigan EGLE,Disinfectant (Concentrate),9.0,g/L as applied,2022-07-01,2024-01-01,,Consumer and institutional products,Diluted on-site for mop-and-bucket or autoscrubber use. Lower VOC per application than spray disinfectants due to dilution.,5.0,50.0,Low VOC
362,Michigan,US-MI,United States,Michigan Air Pollution Control Rules — R 336.1660-1662,Michigan EGLE,Sanitizer (Food Contact),12.0,g/L as applied,2022-07-01,2024-01-01,,Consumer and institutional products,Required in healthcare dietary departments. Must meet Health Canada or EPA requirements for no-rinse food contact surface sanitization.,5.0,50.0,Low VOC
363,Michigan,US-MI,United States,Michigan Air Pollution Control Rules — R 336.1660-1662,Michigan EGLE,Air Freshener (Spray),17.0,g/L as applied,2022-07-01,2024-01-01,,Consumer and institutional products,Discouraged in clinical areas due to patient sensitivity. May be used in administrative or public-facing non-clinical spaces only.,5.0,50.0,Low VOC
364,Michigan,US-MI,United States,Michigan Air Pollution Control Rules — R 336.1660-1662,Michigan EGLE,Air Freshener (Liquid/Wick),4.0,g/L as applied,2022-07-01,2024-01-01,,Consumer and institutional products,Lower emission rate than sprays. Some healthcare facilities prohibit all air fresheners in clinical zones per IPAC guidelines.,5.0,50.0,Ultra-Low VOC
365,Michigan,US-MI,United States,Michigan Air Pollution Control Rules — R 336.1660-1662,Michigan EGLE,Metal Polish/Cleanser,18.0,g/L as applied,2022-07-01,2024-01-01,,Consumer and institutional products,"Used on stainless steel fixtures, handrails, elevator doors. Healthcare-grade products should be non-abrasive and low-odour.",5.0,50.0,Low VOC
366,Michigan,US-MI,United States,Michigan Air Pollution Control Rules — R 336.1660-1662,Michigan EGLE,Furniture Maintenance Product,9.0,g/L as applied,2022-07-01,2024-01-01,,Consumer and institutional products,"Used on waiting room, office, and common area furniture. Avoid silicone-based products on healthcare seating (interferes with infection control).",5.0,50.0,Low VOC
367,Michigan,US-MI,United States,Michigan Air Pollution Control Rules — R 336.1660-1662,Michigan EGLE,Oven/Grill Cleaner,4.0,g/L as applied,2022-07-01,2024-01-01,,Consumer and institutional products,Dietary department use only. Must be used with ventilation due to alkaline off-gassing. Low-VOC formulations reduce ventilation requirements.,5.0,50.0,Ultra-Low VOC
368,Michigan,US-MI,United States,Michigan Air Pollution Control Rules — R 336.1660-1662,Michigan EGLE,Laundry Detergent (Institutional),4.0,g/L as applied,2022-07-01,2024-01-01,,Consumer and institutional products,High-volume use in healthcare laundry. Must be compatible with thermal disinfection cycles (71°C / 160°F for 25 minutes).,5.0,50.0,Ultra-Low VOC
369,Michigan,US-MI,United States,Michigan Air Pollution Control Rules — R 336.1660-1662,Michigan EGLE,Fabric Softener (Institutional),3.0,g/L as applied,2022-07-01,2024-01-01,,Consumer and institutional products,Used selectively — many healthcare laundry programs skip softener to maintain antimicrobial textile treatments.,5.0,50.0,Ultra-Low VOC
370,Michigan,US-MI,United States,Michigan Air Pollution Control Rules — R 336.1660-1662,Michigan EGLE,Spot Remover,12.0,g/L as applied,2022-07-01,2024-01-01,,Consumer and institutional products,Used on carpeted areas and upholstered furniture. Must not leave residues that interfere with subsequent disinfection.,5.0,50.0,Low VOC
371,Michigan,US-MI,United States,Michigan Air Pollution Control Rules — R 336.1660-1662,Michigan EGLE,Dust Suppressant,0.0,g/L as applied,2022-07-01,2024-01-01,,Consumer and institutional products,Used in construction/renovation zones adjacent to active patient care. ICRA (Infection Control Risk Assessment) protocols apply.,5.0,50.0,Zero VOC
372,Michigan,US-MI,United States,Michigan Air Pollution Control Rules — R 336.1660-1662,Michigan EGLE,Adhesive Remover,25.0,g/L as applied,2022-07-01,2024-01-01,,Consumer and institutional products,Used for label/tape residue removal from equipment and surfaces. Low-VOC formulations required for use near patient care areas.,5.0,50.0,Low VOC
373,Michigan,US-MI,United States,Michigan Air Pollution Control Rules — R 336.1660-1662,Michigan EGLE,Graffiti Remover,35.0,g/L as applied,2022-07-01,2024-01-01,,Consumer and institutional products,"Occasional use in emergency departments, psychiatric units, and exterior surfaces. High-VOC products require ventilation controls.",5.0,50.0,Low VOC
374,Michigan,US-MI,United States,Michigan Air Pollution Control Rules — R 336.1660-1662,Michigan EGLE,Heavy-Duty Hand Cleaner,6.0,g/L as applied,2022-07-01,2024-01-01,,Consumer and institutional products,Used by maintenance and dietary staff. Must be gentle enough for repeated use (healthcare workers wash hands 40-100 times per shift).,5.0,50.0,Low VOC
375,Michigan,US-MI,United States,Michigan Air Pollution Control Rules — R 336.1660-1662,Michigan EGLE,Stainless Steel Cleaner,6.0,g/L as applied,2022-07-01,2024-01-01,,Consumer and institutional products,"Daily use on elevators, counters, fixtures. Healthcare facilities prefer non-aerosol formulations to reduce VOC emissions.",5.0,50.0,Low VOC
376,Colorado,US-CO,United States,Colorado Regulation No. 7 — Consumer Products,Colorado CDPHE,General Purpose Cleaner,5.0,g/L as applied,2021-01-01,2024-01-01,,Consumer and institutional products,"Primary workhorse for patient room turnover and common area maintenance. IPAC protocols require low-residue, low-VOC formulations.",5.0,50.0,Ultra-Low VOC
377,Colorado,US-CO,United States,Colorado Regulation No. 7 — Consumer Products,Colorado CDPHE,General Purpose Degreaser,30.0,g/L as applied,2021-01-01,2024-01-01,,Consumer and institutional products,"Used in healthcare kitchen and dietary services, mechanical rooms, and loading docks. Must meet OSHA PEL for enclosed-space use.",5.0,50.0,Low VOC
